5 , 27887  lxpanel , restart_syscall(<... resuming interrupted poll ...>) = 0
2068 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"A\0\317\371s\337 \1\3\0\203\0A\0 \1\0\0\34\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2069 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2070 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2071 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2072 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2073 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2074 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2075 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 1409) = 0 (Timeout)
2080 , 27887  lxpanel , open("/proc/stat", O_RDONLY) = 12</proc/stat>
2081 , 27887  lxpanel , fstat(12</proc/stat>, {st_mode=S_IFREG|0444, st_size=0, ...}) = 0
2082 , 27887  lxpanel , read(12</proc/stat>, "cpu  41658 4412 86812 20395967 41334 0 2343 0 0 0\n"..., 1024) = 1024
2083 , 27887  lxpanel , close(12</proc/stat>) = 0
2084 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2085 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2086 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9e20, 0) = -1 EAGAIN (Resource temporarily unavailable)
2087 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2088 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0u\337 \1\36\0 \1(\0\32\0007\0\7\0v\337 \1u\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0v\337"..., 220}, {NULL, 0}, {"", 0}], 3) = 220
2089 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"A\0\332\371u\337 \1\3\0\203\0A\0 \1\0\0\34\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2090 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2091 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2092 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2093 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2094 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 1484) = 0 (Timeout)
2095 , 27887  lxpanel , open("/proc/stat", O_RDONLY) = 12</proc/stat>
2096 , 27887  lxpanel , fstat(12</proc/stat>, {st_mode=S_IFREG|0444, st_size=0, ...}) = 0
2097 , 27887  lxpanel , read(12</proc/stat>, "cpu  41659 4412 86815 20396261 41334 0 2343 0 0 0\n"..., 1024) = 1024
2098 , 27887  lxpanel , close(12</proc/stat>) = 0
2099 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2100 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2101 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9e20, 0) = -1 EAGAIN (Resource temporarily unavailable)
2102 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
2103 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0w\337 \1\36\0 \1(\0\32\0007\0\7\0x\337 \1w\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0x\337"..., 220}, {NULL, 0}, {"", 0}], 3) = 220
2104 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"A\0\345\371w\337 \1\3\0\203\0A\0 \1\0\0\34\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
2105 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2106 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
2107 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2108 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
2109 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 1482 <detached ...>
4 , 27891  gmain , restart_syscall(<... resuming interrupted restart_syscall ...> <detached ...>
3 , 27892  gdbus , restart_syscall(<... resuming interrupted poll ...>) = 1
701 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAIT_PRIVATE, 2, NULL) = -1 EAGAIN (Resource temporarily unavailable)
703 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
707 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 1
710 , 27892  gdbus , sendmsg(6<UNIX:[92286->92287]>, {msg_name(0)=NULL, msg_iov(1)=[{"l\4\1\1h\0\0\0 \0\0\0{\0\0\0\10\1g\0\vaysxasa{sv}\0\0\0\0\0\0\0\0\1\1o\0\33\0\0\0/o"..., 248}], msg_controllen=0, msg_flags=0}, MSG_NOSIGNAL) = 248
713 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, 0) = 0 (Timeout)
718 , 27892  gdbus , read(8<anon_inode:[eventfd]>, 0x7f099cff7af0, 16) = -1 EAGAIN (Resource temporarily unavailable)
721 , 27892  gdbus , futex(0x7f09a63f4608, FUTEX_WAKE_PRIVATE, 1) = 0
748 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAIT_PRIVATE, 2, NULL) = 0
754 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
758 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, 0) = 1 ([{fd=8, revents=POLLIN}])
761 , 27892  gdbus , clone(child_stack=0x7f09973bccf0, flags=CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID, parent_tidptr=0x7f09973bd9d0, tls=0x7f09973bd700, child_tidptr=0x7f09973bd9d0) = 58356
766 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
770 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
774 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
777 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
783 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
787 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 1
791 , 27892  gdbus , futex(0x7f0978001330, FUTEX_WAKE_PRIVATE, 1) = 1
796 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1349 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAIT_PRIVATE, 2, NULL) = -1 EAGAIN (Resource temporarily unavailable)
1352 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1354 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
1357 , 27892  gdbus , futex(0x56340c29c0d0, FUTEX_WAIT_PRIVATE, 2, NULL) = 0
1362 , 27892  gdbus , futex(0x56340c29c0d0, FUTEX_WAKE_PRIVATE, 1) = 0
1365 , 27892  gdbus , sendmsg(6<UNIX:[92286->92287]>, {msg_name(0)=NULL, msg_iov(1)=[{"l\4\1\1h\0\0\0!\0\0\0{\0\0\0\10\1g\0\vaysxasa{sv}\0\0\0\0\0\0\0\0\1\1o\0\33\0\0\0/o"..., 248}], msg_controllen=0, msg_flags=0}, MSG_NOSIGNAL) = 248
1368 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, 0) = 0 (Timeout)
1371 , 27892  gdbus , read(8<anon_inode:[eventfd]>, 0x7f099cff7af0, 16) = -1 EAGAIN (Resource temporarily unavailable)
1376 , 27892  gdbus , clone(child_stack=0x7f098482dcf0, flags=CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID, parent_tidptr=0x7f098482e9d0, tls=0x7f098482e700, child_tidptr=0x7f098482e9d0) = 58359
1380 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1390 , 27892  gdbus , futex(0x7f098c001790, FUTEX_WAKE_PRIVATE, 1) = 1
1394 , 27892  gdbus , futex(0x7f098c001780, FUTEX_WAKE_PRIVATE, 1) = 0
1397 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1402 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1403 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1899 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAIT_PRIVATE, 2, NULL) = -1 EAGAIN (Resource temporarily unavailable)
1901 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1903 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
1906 , 27892  gdbus , futex(0x56340c29c0d0, FUTEX_WAIT_PRIVATE, 2, NULL) = 0
1910 , 27892  gdbus , futex(0x56340c29c0d0, FUTEX_WAKE_PRIVATE, 1) = 0
1912 , 27892  gdbus , futex(0x56340c291038, FUTEX_WAIT_PRIVATE, 2, NULL) = 0
1916 , 27892  gdbus , futex(0x56340c291038, FUTEX_WAKE_PRIVATE, 1) = 0
1920 , 27892  gdbus , sendmsg(6<UNIX:[92286->92287]>, {msg_name(0)=NULL, msg_iov(1)=[{"l\4\1\1h\0\0\0\"\0\0\0{\0\0\0\10\1g\0\vaysxasa{sv}\0\0\0\0\0\0\0\0\1\1o\0\33\0\0\0/o"..., 248}], msg_controllen=0, msg_flags=0}, MSG_NOSIGNAL) = 248
1926 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, 0) = 0 (Timeout)
1929 , 27892  gdbus , read(8<anon_inode:[eventfd]>, 0x7f099cff7af0, 16) = -1 EAGAIN (Resource temporarily unavailable)
1932 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1937 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAIT_PRIVATE, 2, NULL) = -1 EAGAIN (Resource temporarily unavailable)
1941 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 0
1943 , 27892  gdbus , clone(child_stack=0x7f09973bccf0, flags=CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID, parent_tidptr=0x7f09973bd9d0, tls=0x7f09973bd700, child_tidptr=0x7f09973bd9d0) = 58362
1948 , 27892  gdbus , futex(0x7f09a5f98408, FUTEX_WAKE_PRIVATE, 1) = 1
1951 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1954 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1958 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 1
1960 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1) = 1 ([{fd=8, revents=POLLIN}])
1968 , 27892  gdbus , read(8<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1971 , 27892  gdbus , futex(0x56340c29ceb0, FUTEX_WAKE_PRIVATE, 1) = 1
1973 , 27892  gdbus , futex(0x7f09780017e0, FUTEX_WAKE_PRIVATE, 1) = 1
1980 , 27892  gdbus , futex(0x7f09780017d0, FUTEX_WAKE_PRIVATE, 1) = 1
1983 , 27892  gdbus , poll([{fd=6<UNIX:[92286->92287]>, events=POLLIN}, {fd=8<anon_inode:[eventfd]>, events=POLLIN}], 2, -1 <detached ...>
1 , 27894  dconf worker , restart_syscall(<... resuming interrupted restart_syscall ...> <detached ...>
2 , 27929  menu-cache-io , read(13<UNIX:[90960->90963]>,  <detached ...>
629 , 58353  lxpanel , set_robust_list(0x7f09a8039ce0, 24) = 0
630 , 58353  lxpanel , rt_sigaction(SIGCHLD, {SIG_DFL, [CHLD], SA_RESTORER|SA_RESTART, 0x7f09a539c4b0}, {SIG_DFL, [], SA_RESTORER, 0x7f09a5742390}, 8) = 0
631 , 58353  lxpanel , rt_sigaction(SIGINT, {SIG_DFL, [INT], SA_RESTORER|SA_RESTART, 0x7f09a539c4b0}, {SIG_DFL, [], 0}, 8) = 0
632 , 58353  lxpanel , rt_sigaction(SIGTERM, {SIG_DFL, [TERM], SA_RESTORER|SA_RESTART, 0x7f09a539c4b0}, {SIG_DFL, [], 0}, 8) = 0
633 , 58353  lxpanel , rt_sigaction(SIGHUP, {SIG_DFL, [HUP], SA_RESTORER|SA_RESTART, 0x7f09a539c4b0}, {SIG_DFL, [], 0}, 8) = 0
634 , 58353  lxpanel , rt_sigaction(SIGPIPE, {SIG_DFL, [PIPE], SA_RESTORER|SA_RESTART, 0x7f09a539c4b0}, {SIG_IGN, [PIPE], SA_RESTORER|SA_RESTART, 0x7f09a539c4b0}, 8) = 0
635 , 58353  lxpanel , close(12<pipe:[194997]>) = 0
636 , 58353  lxpanel , close(15<pipe:[194998]>) = 0
637 , 58353  lxpanel , clone(child_stack=0, flags=CLONE_CHILD_CLEARTID|CLONE_CHILD_SETTID|SIGCHLD, child_tidptr=0x7f09a8039cd0) = 58354
638 , 58353  lxpanel , write(16<pipe:[194998]>, "\362\343\0\0", 4) = 4
639 , 58353  lxpanel , close(16<pipe:[194998]>) = 0
640 , 58353  lxpanel , exit_group(0)    = ?
641 , 58353  lxpanel , +++ exited with 0 +++
642 , 58354  lxpanel , set_robust_list(0x7f09a8039ce0, 24) = 0
643 , 58354  lxpanel , close(16<pipe:[194998]>) = 0
644 , 58354  lxpanel , open("/proc/self/fd", O_RDONLY|O_NONBLOCK|O_DIRECTORY|O_CLOEXEC) = 12</proc/58354/fd>
645 , 58354  lxpanel , fstat(12</proc/58354/fd>, {st_mode=S_IFDIR|0500, st_size=0, ...}) = 0
646 , 58354  lxpanel , getdents(12</proc/58354/fd>, /* 17 entries */, 32768) = 408
647 , 58354  lxpanel , fcntl(3<UNIX:[92285->90870]>, F_SETFD, FD_CLOEXEC) = 0
648 , 58354  lxpanel , fcntl(4<anon_inode:[eventfd]>, F_SETFD, FD_CLOEXEC) = 0
649 , 58354  lxpanel , fcntl(5<anon_inode:[eventfd]>, F_SETFD, FD_CLOEXEC) = 0
650 , 58354  lxpanel , fcntl(6<UNIX:[92286->92287]>, F_SETFD, FD_CLOEXEC) = 0
651 , 58354  lxpanel , fcntl(7<anon_inode:[eventfd]>, F_SETFD, FD_CLOEXEC) = 0
652 , 58354  lxpanel , fcntl(8<anon_inode:[eventfd]>, F_SETFD, FD_CLOEXEC) = 0
653 , 58354  lxpanel , fcntl(9<UNIX:[92317->92318]>, F_SETFD, FD_CLOEXEC) = 0
654 , 58354  lxpanel , fcntl(10<anon_inode:[eventfd]>, F_SETFD, FD_CLOEXEC) = 0
655 , 58354  lxpanel , fcntl(11<anon_inode:inotify>, F_SETFD, FD_CLOEXEC) = 0
656 , 58354  lxpanel , fcntl(13<UNIX:[90960->90963]>, F_SETFD, FD_CLOEXEC) = 0
657 , 58354  lxpanel , fcntl(14<pipe:[194997]>, F_SETFD, FD_CLOEXEC) = 0
658 , 58354  lxpanel , getdents(12</proc/58354/fd>, /* 0 entries */, 32768) = 0
659 , 58354  lxpanel , close(12</proc/58354/fd>) = 0
660 , 58354  lxpanel , open("/dev/null", O_RDONLY) = 12</dev/null>
661 , 58354  lxpanel , dup2(12</dev/null>, 0</dev/null>) = 0</dev/null>
662 , 58354  lxpanel , close(12</dev/null>) = 0
663 , 58354  lxpanel , execve("/usr/local/sbin/lxde-logout", ["lxde-logout"], [/* 41 vars */]) = -1 ENOENT (No such file or directory)
664 , 58354  lxpanel , execve("/usr/local/bin/lxde-logout", ["lxde-logout"], [/* 41 vars */]) = -1 ENOENT (No such file or directory)
665 , 58354  lxpanel , execve("/usr/sbin/lxde-logout", ["lxde-logout"], [/* 41 vars */]) = -1 ENOENT (No such file or directory)
666 , 58354  lxpanel , execve("/usr/bin/lxde-logout", ["lxde-logout"], [/* 41 vars */]) = 0
667 , 58354  lxde-logout , brk(NULL)    = 0x55c521a4c000
668 , 58354  lxde-logout , access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory)
669 , 58354  lxde-logout , mmap(NULL, 8192, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) = 0x7f42a1394000
670 , 58354  lxde-logout , access("/etc/ld.so.preload", R_OK) = -1 ENOENT (No such file or directory)
671 , 58354  lxde-logout , open("/etc/ld.so.cache", O_RDONLY|O_CLOEXEC) = 3</etc/ld.so.cache>
672 , 58354  lxde-logout , fstat(3</etc/ld.so.cache>, {st_mode=S_IFREG|0644, st_size=128334, ...}) = 0
673 , 58354  lxde-logout , mmap(NULL, 128334, PROT_READ, MAP_PRIVATE, 3</etc/ld.so.cache>, 0) = 0x7f42a1374000
674 , 58354  lxde-logout , close(3</etc/ld.so.cache>) = 0
675 , 58354  lxde-logout , access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory)
676 , 58354  lxde-logout , open("/lib/x86_64-linux-gnu/libc.so.6", O_RDONLY|O_CLOEXEC) = 3</lib/x86_64-linux-gnu/libc-2.23.so>
677 , 58354  lxde-logout , read(3</lib/x86_64-linux-gnu/libc-2.23.so>, "\177ELF\2\1\1\3\0\0\0\0\0\0\0\0\3\0>\0\1\0\0\0P\t\2\0\0\0\0\0@\0\0\0\0\0\0\0\270r\34\0\0\0\0\0\0\0"..., 832) = 832
678 , 58354  lxde-logout , fstat(3</lib/x86_64-linux-gnu/libc-2.23.so>, {st_mode=S_IFREG|0755, st_size=1868984, ...}) = 0
679 , 58354  lxde-logout , mmap(NULL, 3971488, PROT_READ|PROT_EXEC, MAP_PRIVATE|MAP_DENYWRITE, 3</lib/x86_64-linux-gnu/libc-2.23.so>, 0) = 0x7f42a0da7000
680 , 58354  lxde-logout , mprotect(0x7f42a0f67000, 2097152, PROT_NONE) = 0
681 , 58354  lxde-logout , mmap(0x7f42a1167000, 24576, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_FIXED|MAP_DENYWRITE, 3</lib/x86_64-linux-gnu/libc-2.23.so>, 0x1c0000) = 0x7f42a1167000
682 , 58354  lxde-logout , mmap(0x7f42a116d000, 14752, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_FIXED|MAP_ANONYMOUS, -1, 0) = 0x7f42a116d000
683 , 58354  lxde-logout , close(3</lib/x86_64-linux-gnu/libc-2.23.so>) = 0
684 , 58354  lxde-logout , mmap(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) = 0x7f42a1373000
685 , 58354  lxde-logout , mmap(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) = 0x7f42a1372000
686 , 58354  lxde-logout , mmap(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) = 0x7f42a1371000
687 , 58354  lxde-logout , arch_prctl(ARCH_SET_FS, 0x7f42a1372700) = 0
688 , 58354  lxde-logout , mprotect(0x7f42a1167000, 16384, PROT_READ) = 0
689 , 58354  lxde-logout , mprotect(0x55c51fa86000, 8192, PROT_READ) = 0
690 , 58354  lxde-logout , mprotect(0x7f42a1396000, 4096, PROT_READ) = 0
691 , 58354  lxde-logout , munmap(0x7f42a1374000, 128334) = 0
698 , 58354  lxde-logout , getuid()     = 1000
700 , 58354  lxde-logout , getgid()     = 1000
704 , 58354  lxde-logout , getpid()     = 58354
706 , 58354  lxde-logout , rt_sigaction(SIGCHLD, {0x55c51f87a540, ~[RTMIN RT_1], SA_RESTORER, 0x7f42a0ddc4b0}, NULL, 8) = 0
708 , 58354  lxde-logout , geteuid()    = 1000
711 , 58354  lxde-logout , brk(NULL)    = 0x55c521a4c000
715 , 58354  lxde-logout , brk(0x55c521a6d000) = 0x55c521a6d000
719 , 58354  lxde-logout , getppid()    = 1
720 , 58354  lxde-logout , stat("/home/elwin", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
732 , 58354  lxde-logout , stat(".", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
749 , 58354  lxde-logout , open("/usr/bin/lxde-logout", O_RDONLY) = 3</usr/bin/lxde-logout>
752 , 58354  lxde-logout , fcntl(3</usr/bin/lxde-logout>, F_DUPFD, 10) = 10</usr/bin/lxde-logout>
755 , 58354  lxde-logout , close(3</usr/bin/lxde-logout>) = 0
757 , 58354  lxde-logout , fcntl(10</usr/bin/lxde-logout>, F_SETFD, FD_CLOEXEC) = 0
759 , 58354  lxde-logout , geteuid()    = 1000
762 , 58354  lxde-logout , getegid()    = 1000
765 , 58354  lxde-logout , rt_sigaction(SIGINT, NULL, {SIG_DFL, [], 0}, 8) = 0
769 , 58354  lxde-logout , rt_sigaction(SIGINT, {0x55c51f87a540, ~[RTMIN RT_1], SA_RESTORER, 0x7f42a0ddc4b0}, NULL, 8) = 0
773 , 58354  lxde-logout , rt_sigaction(SIGQUIT, NULL, {SIG_DFL, [], 0}, 8) = 0
776 , 58354  lxde-logout , rt_sigaction(SIGQUIT, {SIG_DFL, ~[RTMIN RT_1], SA_RESTORER, 0x7f42a0ddc4b0}, NULL, 8) = 0
779 , 58354  lxde-logout , rt_sigaction(SIGTERM, NULL, {SIG_DFL, [], 0}, 8) = 0
781 , 58354  lxde-logout , rt_sigaction(SIGTERM, {SIG_DFL, ~[RTMIN RT_1], SA_RESTORER, 0x7f42a0ddc4b0}, NULL, 8) = 0
784 , 58354  lxde-logout , read(10</usr/bin/lxde-logout>, "#!/bin/sh\nlxsession-logout --banner \"/usr/share/lx"..., 8192) = 90
786 , 58354  lxde-logout , stat("/usr/local/sbin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
788 , 58354  lxde-logout , stat("/usr/local/bin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
789 , 58354  lxde-logout , stat("/usr/sbin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
793 , 58354  lxde-logout , stat("/usr/bin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
797 , 58354  lxde-logout , stat("/sbin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
800 , 58354  lxde-logout , stat("/bin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
801 , 58354  lxde-logout , stat("/usr/games/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
803 , 58354  lxde-logout , stat("/usr/local/games/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
805 , 58354  lxde-logout , stat("/snap/bin/lxsession-logout", 0x7ffd680c3990) = -1 ENOENT (No such file or directory)
